Position [um],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],1E+13,10000000006,1E+13,1E+13,10000000026,1E+13,1E+13,10000000036,1E+13,1E+13,10000000046,1E+13,1E+13,10000000056,1E+13,1E+13,10000000076,1E+13,1E+13,10000000086,1E+13,1E+13,10000000096,1E+13,1E+13,10000000106,1E+13,1E+13,10000000116,1E+13,1E+13,10000000126,1E+13,1E+13,10000000136,1E+13,1E+13,10000000146,1E+13,1E+13,10000000156,1E+13,1E+13,10000000166,1E+13,1E+13,10000000176,1E+13,1E+13,10000000186,1E+13,1E+13,10000000196,1E+13,1E+13,10000000206,1E+13,1E+13,10000000216,1E+13,1E+13,10000000226,1E+13,1E+13,10000000236,1E+13,1E+13,10000000246,1E+13,1E+13,10000000266,1E+13,1E+13,10000000276,1E+13,1E+13,10000000286,1E+13,1E+13,10000000296,1E+13,1E+13,10000000306,1E+13,1E+13,10000000316,1E+13,1E+13,10000000326,1E+13,1E+13,10000000336,1E+13,1E+13,10000000346,1E+13
570,2834.327,6.848,7146.543,2841.232,5.493,7148.122,2838.09,6.951,7148.266,2834.17,5.386,7150.214,2839.383,6.32,7150.659,2835.365,8.454,7151.476,2843.005,4.64,7151.601,2841.604,4.979,7151.786,2836.194,5.068,7152.543,2838.92,6.474,7153.18,2843.312,5.55,7153.242,2831.575,5.446,7153.401,2840.751,6.683,7154.622,2831.565,5.439,7154.862,2834.646,8.078,7154.84,2833.155,7.022,7155.869,2839.193,5.482,7156.076,2837.467,7.175,7156.501,2834.765,6.919,7156.772,2836.694,8.851,7157.303,2839.516,5.406,7157.471,2837.337,6.632,7157.735,2839.352,7.462,7157.945,2843.434,6.021,7158.35,2831.517,4.827,7160.053,2841.319,7.01,7161.657,2837.825,4.557,7162.734,2836.543,6.468,7163.464,2839.79,7.481,7163.366,2841.624,5.439,7164.191,2834.402,5.305,7156.624,2838.352,6.523,7162.764
600,2834.352,6.786,7146.553,2841.249,5.559,7148.092,2838.071,6.963,7148.247,2834.172,5.296,7150.186,2839.379,6.331,7150.616,2835.404,8.44,7151.426,2843.058,4.833,7151.631,2841.634,4.958,7151.795,2836.204,5.109,7152.508,2838.891,6.425,7153.129,2843.326,5.571,7153.223,2831.587,5.473,7153.35,2840.81,6.61,7154.61,2831.572,5.411,7154.865,2834.706,8.041,7154.796,2833.168,7.035,7155.816,2839.209,5.449,7156.045,2837.463,7.105,7156.467,2834.818,6.93,7156.746,2836.742,8.65,7157.212,2839.544,5.45,7157.434,2837.348,6.583,7157.708,2839.3,7.463,7157.923,2843.435,6.018,7158.337,2831.479,4.883,7160.007,2841.321,6.986,7161.623,2837.872,4.546,7162.698,2836.618,6.416,7163.384,2839.79,7.404,7163.401,2841.656,5.456,7164.14,2834.371,5.285,7156.591,2838.474,6.207,7162.885
630,2834.365,6.817,7146.56,2841.357,5.586,7148.084,2838.118,6.974,7148.233,2834.177,5.354,7150.176,2839.404,6.382,7150.572,2835.41,8.434,7151.446,2843.052,4.719,7151.55,2841.674,5.094,7151.777,2836.251,5.127,7152.49,2838.871,6.455,7153.08,2843.33,5.552,7153.218,2831.575,5.523,7153.352,2840.797,6.605,7154.588,2831.59,5.478,7154.824,2834.69,8.057,7154.767,2833.165,7.012,7155.817,2839.206,5.468,7156.08,2837.452,7.088,7156.51,2834.775,6.933,7156.717,2836.74,8.702,7157.222,2839.542,5.469,7157.44,2837.384,6.544,7157.776,2839.33,7.434,7157.95,2843.435,5.999,7158.331,2831.455,5.004,7159.972,2841.32,6.978,7161.645,2837.955,4.644,7162.792,2836.619,6.45,7163.404,2839.744,7.406,7163.377,2841.661,5.466,7164.136,2834.388,5.299,7156.579,2838.331,6.337,7162.801
660,2834.313,6.59,7146.601,2841.248,5.496,7148.168,2838.1,6.853,7148.362,2834.19,5.143,7150.257,2839.413,6.141,7150.646,2835.406,8.39,7151.522,2843.034,4.578,7151.66,2841.614,4.934,7151.85,2836.26,4.932,7152.619,2838.817,6.319,7153.145,2843.291,5.451,7153.281,2831.522,5.367,7153.454,2840.723,6.538,7154.68,2831.576,5.366,7154.911,2834.722,7.981,7154.88,2833.191,6.964,7155.929,2839.135,5.148,7156.118,2837.412,7.049,7156.61,2834.761,6.836,7156.833,2836.737,8.582,7157.31,2839.495,5.396,7157.494,2837.296,6.526,7157.849,2839.297,7.385,7158.053,2843.426,5.896,7158.401,2831.479,4.675,7160.08,2841.271,6.922,7161.713,2837.94,4.438,7162.877,2836.646,6.33,7163.504,2839.774,7.53,7163.401,2841.687,5.187,7164.08,2834.412,5.048,7156.639,2838.558,6.938,7162.548
690,2834.334,6.601,7146.645,2841.282,5.512,7148.167,2838.074,6.896,7148.423,2834.242,5.18,7150.341,2839.472,6.275,7150.723,2835.432,8.388,7151.57,2843.021,4.562,7151.62,2841.573,5.027,7151.769,2836.262,4.989,7152.66,2838.919,6.136,7153.113,2843.293,5.469,7153.281,2831.535,5.42,7153.547,2840.824,6.642,7154.629,2831.553,5.321,7154.987,2834.746,8.007,7154.894,2833.175,6.975,7156.01,2839.174,5.262,7156.188,2837.486,7.072,7156.621,2834.78,6.766,7156.838,2836.761,8.62,7157.31,2839.51,5.418,7157.516,2837.314,6.53,7157.828,2839.301,7.219,7158.025,2843.436,5.903,7158.416,2831.46,4.671,7160.095,2841.307,6.891,7161.764,2837.944,4.425,7162.863,2836.628,6.264,7163.533,2839.885,7.529,7163.484,2841.706,5.189,7164.051,2834.43,5.042,7156.657,2838.491,6.974,7162.788
720,2834.336,6.703,7146.64,2841.298,5.542,7148.152,2838.071,6.931,7148.399,2834.207,5.183,7150.342,2839.476,6.328,7150.712,2835.421,8.398,7151.54,2843.002,4.598,7151.641,2841.579,5.03,7151.807,2836.275,4.991,7152.664,2838.899,6.364,7153.213,2843.287,5.524,7153.266,2831.546,5.443,7153.559,2840.833,6.611,7154.669,2831.506,5.387,7154.957,2834.709,8.022,7154.866,2833.164,7.012,7155.966,2839.17,5.33,7156.174,2837.482,7.117,7156.611,2834.791,6.923,7156.812,2836.785,8.684,7157.271,2839.527,5.438,7157.516,2837.348,6.63,7157.846,2839.336,7.403,7158.057,2843.462,5.961,7158.395,2831.458,4.699,7160.08,2841.319,6.864,7161.696,2837.958,4.442,7162.892,2836.671,6.337,7163.517,2839.894,7.516,7163.425,2841.7,5.412,7164.125,2834.379,5.22,7156.721,2838.725,7.079,7162.603
750,2834.343,6.585,7146.626,2841.265,5.475,7148.202,2838.088,6.796,7148.422,2834.217,5.18,7150.319,2839.475,6.065,7150.696,2835.387,8.18,7151.484,2843.013,4.528,7151.646,2841.59,4.918,7151.849,2836.244,4.982,7152.685,2838.883,6.096,7153.125,2843.292,5.442,7153.275,2831.526,5.169,7153.452,2840.772,6.515,7154.702,2831.538,5.21,7154.904,2834.731,7.953,7154.854,2833.163,6.949,7155.904,2839.18,5.106,7156.155,2837.479,7.042,7156.631,2834.784,6.693,7156.771,2836.78,8.536,7157.279,2839.58,5.208,7157.504,2837.336,6.533,7157.798,2839.34,7.324,7158.087,2843.462,5.832,7158.429,2831.481,4.603,7160.117,2841.303,6.71,7161.67,2837.93,4.417,7162.929,2836.645,6.027,7163.46,2839.844,7.421,7163.531,2841.664,5.166,7164.043,2834.404,5.054,7156.691,2838.553,6.672,7162.75
780,2834.305,6.546,7146.594,2841.232,5.471,7148.252,2838.044,6.816,7148.408,2834.229,5.169,7150.309,2839.412,6.039,7150.637,2835.398,8.145,7151.467,2843.01,4.56,7151.66,2841.6,4.897,7151.863,2836.298,4.803,7152.685,2838.881,6.094,7153.188,2843.232,5.433,7153.296,2831.578,5.168,7153.349,2840.835,6.503,7154.738,2831.553,5.152,7154.901,2834.704,7.902,7154.889,2833.14,6.896,7155.971,2839.195,5.047,7156.2,2837.533,7.021,7156.657,2834.855,6.656,7156.813,2836.803,8.563,7157.344,2839.58,5.312,7157.569,2837.398,6.536,7157.875,2839.361,7.351,7158.141,2843.47,5.819,7158.425,2831.441,4.661,7160.085,2841.35,6.934,7161.699,2837.92,4.436,7162.919,2836.681,6.057,7163.49,2839.885,7.398,7163.447,2841.7,5.148,7164.159,2834.407,5.042,7156.704,2838.427,6.95,7162.764
810,2834.352,6.585,7146.59,2841.18,5.475,7148.202,2838.078,6.869,7148.391,2834.301,5.163,7150.338,2839.398,6.065,7150.688,2835.412,8.159,7151.478,2842.962,4.489,7151.675,2841.591,4.851,7151.886,2836.341,4.693,7152.662,2838.915,6.073,7153.205,2843.18,5.335,7153.298,2831.604,5.17,7153.378,2840.83,6.496,7154.745,2831.612,5.181,7154.928,2834.761,7.909,7154.875,2833.207,6.882,7155.895,2839.2,5.064,7156.225,2837.536,7.029,7156.664,2834.866,6.635,7156.831,2836.823,8.607,7157.328,2839.605,5.193,7157.524,2837.394,6.55,7157.837,2839.327,7.212,7158.047,2843.454,5.868,7158.39,2831.458,4.663,7160.104,2841.329,6.78,7161.757,2837.957,4.357,7162.902,2836.7,6.032,7163.502,2839.907,7.452,7163.48,2841.704,5.127,7164.142,2834.428,5.042,7156.738,2838.566,6.821,7162.638
840,2834.348,6.561,7146.611,2841.224,5.343,7148.248,2838.113,6.728,7148.388,2834.297,5.116,7150.31,2839.395,6.047,7150.649,2835.398,8.085,7151.479,2843.018,4.473,7151.693,2841.594,4.648,7151.848,2836.355,4.795,7152.721,2838.932,6.037,7153.218,2843.227,5.353,7153.312,2831.628,5.12,7153.426,2840.787,6.471,7154.668,2831.628,5.123,7154.886,2834.68,7.713,7154.833,2833.222,6.684,7155.943,2839.149,5.009,7156.218,2837.494,7.061,7156.684,2834.858,6.586,7156.801,2836.826,8.523,7157.323,2839.548,5.102,7157.473,2837.42,6.495,7157.869,2839.403,7.057,7158.023,2843.441,5.817,7158.425,2831.451,4.554,7160.07,2841.334,6.665,7161.643,2837.947,4.296,7162.892,2836.643,5.988,7163.42,2839.826,7.171,7163.428,2841.681,5.047,7164.131,2834.434,4.997,7156.729,2838.316,6.866,7162.517
870,2834.34,6.548,7146.602,2841.216,5.308,7148.191,2838.068,6.767,7148.391,2834.265,5.032,7150.304,2839.405,5.996,7150.619,2835.41,8.042,7151.459,2842.96,4.494,7151.726,2841.602,4.701,7151.82,2836.349,4.673,7152.6,2838.92,6.002,7153.141,2843.174,5.326,7153.291,2831.65,5.19,7153.346,2840.717,6.431,7154.669,2831.597,5.232,7154.861,2834.664,7.829,7154.842,2833.214,6.719,7155.964,2839.164,5.018,7156.175,2837.43,6.985,7156.645,2834.818,6.564,7156.752,2836.795,8.469,7157.299,2839.511,5.108,7157.459,2837.348,6.469,7157.773,2839.242,7.08,7158.003,2843.401,5.709,7158.346,2831.461,4.535,7160.042,2841.232,6.503,7161.629,2837.894,4.28,7162.826,2836.583,5.983,7163.39,2839.8,7.279,7163.409,2841.645,5.045,7164.148,2834.414,4.968,7156.718,2838.33,7.793,7162.707
900,2834.365,7.461,7146.697,2841.216,6.062,7148.252,2838.061,7.568,7148.435,2834.244,5.853,7150.432,2839.41,6.904,7150.792,2835.419,8.961,7151.606,2842.964,5.198,7151.751,2841.523,5.575,7151.844,2836.37,5.552,7152.763,2838.891,6.908,7153.301,2843.188,6.031,7153.358,2831.618,6.026,7153.511,2840.736,7.182,7154.782,2831.585,6.063,7154.995,2834.701,8.643,7154.952,2833.235,7.531,7156.075,2839.145,5.769,7156.271,2837.515,7.862,7156.798,2834.829,7.505,7156.868,2836.802,9.293,7157.458,2839.538,5.96,7157.589,2837.369,7.177,7157.866,2839.405,7.919,7158.179,2843.457,6.518,7158.476,2831.475,5.261,7160.184,2841.34,7.4,7161.726,2837.93,5.074,7162.961,2836.605,6.888,7163.546,2839.716,8.136,7163.482,2841.608,5.97,7164.296,2834.448,5.754,7156.791,2838.375,7.613,7162.54
930,2834.407,7.376,7146.608,2841.282,6.119,7148.173,2838.136,7.529,7148.371,2834.287,5.789,7150.38,2839.412,6.823,7150.671,2835.479,8.938,7151.512,2842.993,5.164,7151.625,2841.595,5.591,7151.798,2836.409,5.537,7152.656,2838.901,6.841,7153.208,2843.246,5.977,7153.281,2831.63,6.015,7153.389,2840.842,7.155,7154.659,2831.604,6.025,7154.908,2834.688,8.572,7154.857,2833.248,7.498,7155.951,2839.215,5.766,7156.194,2837.545,7.677,7156.632,2834.831,7.461,7156.785,2836.855,9.171,7157.307,2839.595,5.975,7157.487,2837.356,7.099,7157.803,2839.397,7.931,7158.078,2843.462,6.468,7158.433,2831.488,5.189,7160.044,2841.256,7.344,7161.664,2837.893,5.031,7162.87,2836.621,6.864,7163.399,2839.753,8.03,7163.449,2841.625,5.972,7164.228,2834.454,5.753,7156.688,2838.255,7.543,7162.57
960,2834.499,7.299,7146.667,2841.311,6.061,7148.173,2838.178,7.506,7148.425,2834.331,5.672,7150.352,2839.51,6.812,7150.7,2835.473,8.877,7151.575,2842.973,5.095,7151.728,2841.567,5.581,7151.798,2836.422,5.506,7152.708,2838.941,6.715,7153.208,2843.244,5.9,7153.37,2831.661,5.951,7153.392,2840.837,7.099,7154.731,2831.626,5.877,7154.935,2834.68,8.506,7154.85,2833.249,7.428,7155.992,2839.232,5.64,7156.259,2837.544,7.603,7156.698,2834.785,7.414,7156.844,2836.833,9.108,7157.332,2839.568,5.951,7157.603,2837.39,7.073,7157.87,2839.359,7.842,7158.121,2843.481,6.434,7158.498,2831.448,5.148,7160.096,2841.237,7.194,7161.735,2837.951,4.944,7162.93,2836.657,6.849,7163.439,2839.804,8.213,7163.527,2841.636,5.865,7164.306,2834.498,5.552,7156.666,2838.09,6.974,7162.54
990,2834.499,7.327,7146.559,2841.338,6.075,7148.107,2838.165,7.512,7148.331,2834.307,5.662,7150.242,2839.464,6.587,7150.591,2835.457,8.905,7151.498,2843.02,5.041,7151.636,2841.629,5.517,7151.729,2836.411,5.442,7152.614,2838.987,6.602,7153.104,2843.32,5.832,7153.306,2831.758,5.911,7153.196,2840.866,7.089,7154.666,2831.67,5.939,7154.853,2834.696,8.64,7154.801,2833.273,7.468,7155.932,2839.224,5.619,7156.184,2837.529,7.613,7156.584,2834.805,7.429,7156.752,2836.81,9.363,7157.271,2839.61,5.755,7157.524,2837.414,7.069,7157.801,2839.298,7.838,7158.027,2843.486,6.384,7158.435,2831.422,5.116,7159.993,2841.266,7.341,7161.671,2837.854,4.996,7162.844,2836.643,6.897,7163.36,2839.832,8.313,7163.49,2841.62,5.906,7164.206,2834.48,5.53,7156.563,2838.401,6.946,7162.719
1020,2834.498,7.136,7146.51,2841.35,6.059,7148.177,2838.183,7.487,7148.352,2834.309,5.67,7150.222,2839.388,6.639,7150.633,2835.481,8.853,7151.489,2843.044,5.047,7151.686,2841.677,5.511,7151.817,2836.399,5.439,7152.583,2838.951,6.72,7153.065,2843.362,5.898,7153.339,2831.914,5.887,7153.209,2840.873,7.088,7154.675,2831.63,5.849,7154.813,2834.706,8.533,7154.801,2833.24,7.363,7156,2839.263,5.675,7156.178,2837.478,7.589,7156.582,2834.826,7.42,7156.752,2836.808,9.072,7157.297,2839.638,5.703,7157.433,2837.414,7.042,7157.804,2839.347,7.881,7158.031,2843.474,6.359,7158.494,2831.431,5.122,7159.943,2841.228,7.097,7161.621,2837.847,4.942,7162.806,2836.628,6.831,7163.356,2839.818,8.302,7163.508,2841.595,5.879,7164.238,2834.472,5.537,7156.587,2838.358,7.014,7162.692
1050,2834.414,7.348,7146.555,2841.343,6.12,7148.14,2838.165,7.526,7148.295,2834.285,5.717,7150.206,2839.378,6.839,7150.666,2835.461,8.841,7151.466,2843.054,5.041,7151.688,2841.607,5.648,7151.843,2836.374,5.469,7152.604,2838.848,6.978,7153.046,2843.341,5.941,7153.327,2831.715,5.941,7153.229,2840.834,7.228,7154.655,2831.602,5.805,7154.849,2834.678,8.56,7154.854,2833.198,7.458,7155.978,2839.253,5.833,7156.188,2837.471,7.717,7156.585,2834.783,7.498,7156.752,2836.789,9.102,7157.237,2839.601,5.772,7157.536,2837.428,7.092,7157.782,2839.321,7.944,7158.022,2843.49,6.432,7158.445,2831.447,5.17,7159.969,2841.221,7.417,7161.689,2837.846,4.988,7162.795,2836.615,6.938,7163.35,2839.817,8.368,7163.484,2841.641,5.931,7164.167,2834.479,5.533,7156.59,2838.414,7.422,7162.719
1080,2834.401,7.194,7146.68,2841.313,6.078,7148.289,2838.174,7.516,7148.481,2834.25,5.811,7150.408,2839.477,6.614,7150.83,2835.416,8.669,7151.567,2843.029,5.081,7151.833,2841.647,5.588,7151.912,2836.333,5.505,7152.712,2838.888,6.795,7153.238,2843.351,5.944,7153.472,2831.695,5.924,7153.469,2840.863,7.087,7154.755,2831.556,5.856,7155.023,2834.694,8.551,7154.913,2833.204,7.43,7156.09,2839.273,5.69,7156.266,2837.459,7.618,7156.719,2834.783,7.451,7156.883,2836.757,9.293,7157.447,2839.586,5.735,7157.577,2837.398,7.057,7157.925,2839.328,7.83,7158.152,2843.409,6.447,7158.601,2831.54,5.14,7160.073,2841.253,7.401,7161.81,2837.842,5.06,7162.893,2836.591,6.907,7163.469,2839.798,8.376,7163.628,2841.557,5.82,7164.27,2834.478,5.545,7156.682,2838.622,7.925,7162.643
1110,2834.394,7.233,7146.699,2841.297,6.097,7148.251,2838.163,7.521,7148.494,2834.283,5.666,7150.305,2839.443,6.698,7150.773,2835.422,8.913,7151.669,2843.021,5.026,7151.738,2841.644,5.474,7151.869,2836.381,5.455,7152.71,2838.853,6.887,7153.131,2843.318,5.868,7153.444,2831.641,5.934,7153.433,2840.835,7.242,7154.751,2831.566,5.79,7155.03,2834.65,8.629,7154.935,2833.241,7.293,7156.104,2839.266,5.684,7156.23,2837.454,7.675,7156.705,2834.791,7.482,7156.882,2836.74,9.22,7157.361,2839.594,5.826,7157.619,2837.428,7.057,7157.902,2839.283,7.88,7158.098,2843.425,6.467,7158.525,2831.493,5.153,7160.097,2841.265,7.453,7161.77,2837.885,5.023,7162.87,2836.599,6.979,7163.44,2839.76,8.483,7163.639,2841.574,5.622,7164.217,2834.509,5.533,7156.66,2838.436,7.594,7162.394
1140,2834.346,7.134,7146.578,2841.274,6.096,7148.135,2838.154,7.508,7148.38,2834.295,5.662,7150.202,2839.384,6.668,7150.658,2835.376,8.865,7151.488,2842.976,5.051,7151.603,2841.604,5.511,7151.82,2836.327,5.421,7152.599,2838.869,6.775,7153.098,2843.299,5.916,7153.3,2831.64,5.954,7153.346,2840.795,7.124,7154.653,2831.589,5.864,7154.902,2834.654,8.577,7154.811,2833.201,7.371,7155.97,2839.248,5.696,7156.091,2837.426,7.574,7156.58,2834.743,7.458,7156.744,2836.747,9.102,7157.24,2839.568,5.911,7157.486,2837.366,7.049,7157.809,2839.28,7.894,7157.938,2843.424,6.488,7158.445,2831.474,5.141,7159.91,2841.21,7.202,7161.604,2837.885,4.971,7162.78,2836.611,6.952,7163.346,2839.735,8.211,7163.54,2841.586,5.651,7164.123,2834.463,5.552,7156.569,2838.384,7.526,7162.771
1170,2834.354,7.12,7146.704,2841.282,6.148,7148.232,2838.142,7.521,7148.512,2834.207,5.83,7150.376,2839.249,6.875,7150.806,2835.42,8.919,7151.586,2842.997,5.117,7151.723,2841.571,5.587,7151.868,2836.284,5.545,7152.664,2838.836,6.936,7153.153,2843.297,5.965,7153.39,2831.635,6.034,7153.497,2840.77,7.158,7154.751,2831.568,5.974,7154.991,2834.683,8.629,7154.917,2833.202,7.464,7156.115,2839.209,5.859,7156.238,2837.447,7.575,7156.724,2834.752,7.48,7156.82,2836.729,9.124,7157.365,2839.52,5.955,7157.586,2837.336,7.042,7157.89,2839.203,7.953,7158.095,2843.445,6.502,7158.546,2831.47,5.222,7160.02,2841.179,7.392,7161.771,2837.954,5.113,7162.924,2836.586,6.91,7163.438,2839.676,8.095,7163.531,2841.554,5.803,7164.305,2834.414,5.761,7156.705,2838.635,7.985,7162.455
1200,2834.372,7.154,7146.675,2841.251,6.111,7148.266,2838.168,7.493,7148.532,2834.286,5.641,7150.355,2839.321,6.775,7150.777,2835.369,8.849,7151.592,2842.98,5.094,7151.757,2841.631,5.506,7151.915,2836.354,5.486,7152.728,2838.839,6.762,7153.178,2843.281,5.833,7153.469,2831.604,5.964,7153.573,2840.812,7.072,7154.839,2831.58,5.876,7154.977,2834.668,8.585,7154.995,2833.233,7.365,7156.097,2839.249,5.798,7156.26,2837.419,7.543,7156.751,2834.744,7.429,7156.83,2836.685,9.258,7157.452,2839.573,5.867,7157.63,2837.426,7.059,7157.904,2839.276,7.932,7158.171,2843.379,6.39,7158.564,2831.406,5.147,7160.055,2841.176,7.382,7161.758,2837.931,5.016,7162.95,2836.583,6.922,7163.468,2839.767,8.132,7163.59,2841.612,5.602,7164.239,2834.441,5.531,7156.667,2838.512,7.857,7162.547
1230,2834.371,7.116,7146.658,2841.28,6.094,7148.204,2838.168,7.513,7148.482,2834.323,5.705,7150.263,2839.324,6.632,7150.708,2835.368,8.767,7151.528,2842.989,5.113,7151.706,2841.564,5.469,7151.874,2836.335,5.522,7152.657,2838.858,6.884,7153.15,2843.292,5.798,7153.431,2831.57,5.97,7153.364,2840.806,7.088,7154.78,2831.552,5.918,7154.932,2834.639,8.584,7154.884,2833.241,7.164,7155.918,2839.218,5.773,7156.219,2837.4,7.554,7156.688,2834.716,7.435,7156.808,2836.668,9.071,7157.294,2839.536,5.856,7157.553,2837.367,7.041,7157.875,2839.276,7.944,7158.091,2843.36,6.492,7158.465,2831.435,5.224,7159.997,2841.157,7.402,7161.726,2837.891,5.057,7162.851,2836.513,6.961,7163.394,2839.796,8.392,7163.481,2841.588,5.612,7164.118,2834.433,5.557,7156.604,2838.504,7.215,7162.743
1260,2834.417,7.116,7146.632,2841.323,6.094,7148.282,2838.183,7.506,7148.476,2834.303,5.819,7150.365,2839.289,6.727,7150.708,2835.395,8.683,7151.453,2842.963,5.066,7151.745,2841.592,5.527,7151.897,2836.348,5.465,7152.674,2838.868,6.695,7153.165,2843.275,5.916,7153.456,2831.552,5.975,7153.408,2840.812,7.083,7154.827,2831.536,5.88,7154.978,2834.65,8.604,7154.895,2833.246,7.053,7155.933,2839.223,5.684,7156.144,2837.421,7.532,7156.709,2834.69,7.411,7156.82,2836.709,9.151,7157.335,2839.536,5.827,7157.615,2837.311,7.07,7157.88,2839.281,7.9,7158.202,2843.366,6.453,7158.541,2831.455,5.141,7160.003,2841.137,7.361,7161.733,2837.894,5.016,7162.881,2836.51,6.922,7163.426,2839.687,8.154,7163.542,2841.566,5.604,7164.218,2834.424,5.547,7156.67,2838.573,6.884,7162.806
1290,2834.414,7.06,7146.665,2841.296,6.078,7148.264,2838.192,7.509,7148.489,2834.292,5.793,7150.36,2839.287,6.676,7150.715,2835.403,8.719,7151.446,2842.99,5.068,7151.728,2841.598,5.47,7151.931,2836.365,5.451,7152.693,2838.902,6.702,7153.188,2843.313,5.899,7153.402,2831.565,5.886,7153.374,2840.836,7.085,7154.764,2831.526,5.678,7154.914,2834.703,8.53,7154.878,2833.3,7.062,7155.93,2839.281,5.714,7156.222,2837.488,7.525,7156.742,2834.741,7.37,7156.788,2836.7,9.089,7157.362,2839.618,5.72,7157.579,2837.349,7,7157.966,2839.263,7.846,7158.159,2843.411,6.428,7158.529,2831.491,5.123,7160.006,2841.163,7.354,7161.733,2837.977,4.99,7162.914,2836.522,6.876,7163.477,2839.759,8.308,7163.486,2841.597,5.618,7164.168,2834.434,5.502,7156.725,2838.508,7.581,7162.646
1320,2834.415,7.05,7146.682,2841.307,6.126,7148.219,2838.143,7.526,7148.55,2834.32,5.871,7150.358,2839.306,6.615,7150.687,2835.37,8.687,7151.477,2842.987,5.083,7151.746,2841.567,5.478,7151.906,2836.326,5.517,7152.688,2838.843,6.794,7153.203,2843.324,5.903,7153.403,2831.571,5.95,7153.487,2840.772,7.114,7154.784,2831.534,5.732,7154.934,2834.682,8.561,7154.908,2833.327,7.034,7156.068,2839.246,5.786,7156.276,2837.449,7.574,7156.756,2834.748,7.42,7156.816,2836.707,9.118,7157.308,2839.628,5.722,7157.606,2837.355,7.048,7157.986,2839.267,7.941,7158.178,2843.391,6.486,7158.538,2831.541,5.175,7160.048,2841.124,7.415,7161.708,2837.967,5.035,7162.966,2836.58,6.95,7163.467,2839.729,8.441,7163.47,2841.6,5.714,7164.226,2834.49,5.56,7156.71,2838.403,7.544,7162.672
1350,2834.503,7.189,7146.637,2841.34,6.185,7148.267,2838.193,7.622,7148.525,2834.402,5.901,7150.352,2839.269,6.906,7150.765,2835.45,8.904,7151.568,2842.958,5.033,7151.79,2841.54,5.376,7151.934,2836.356,5.494,7152.714,2838.86,6.922,7153.188,2843.272,5.94,7153.417,2831.561,5.927,7153.475,2840.782,7.167,7154.836,2831.548,5.708,7154.909,2834.697,8.629,7154.932,2833.369,7.058,7156.011,2839.24,5.71,7156.239,2837.485,7.722,7156.726,2834.778,7.487,7156.81,2836.716,9.316,7157.438,2839.573,5.82,7157.623,2837.377,7.109,7158.012,2839.338,7.967,7158.137,2843.428,6.534,7158.529,2831.513,5.16,7160.07,2841.146,7.477,7161.732,2837.903,4.991,7162.983,2836.574,6.997,7163.504,2839.735,8.442,7163.51,2841.545,5.814,7164.259,2834.497,5.541,7156.74,2838.321,7.439,7162.772
1380,2834.482,7.071,7146.708,2841.354,6.102,7148.299,2838.2,7.549,7148.552,2834.423,5.904,7150.369,2839.358,6.606,7150.731,2835.431,8.789,7151.589,2842.969,5.012,7151.801,2841.596,5.496,7151.927,2836.369,5.422,7152.735,2838.823,6.81,7153.243,2843.312,5.89,7153.442,2831.569,5.905,7153.473,2840.79,7.054,7154.815,2831.563,5.624,7154.94,2834.683,8.569,7154.938,2833.337,7.006,7156.074,2839.289,5.617,7156.256,2837.492,7.556,7156.754,2834.751,7.286,7156.842,2836.735,9.072,7157.401,2839.607,5.636,7157.596,2837.367,6.988,7157.998,2839.322,7.838,7158.14,2843.407,6.468,7158.526,2831.504,5.103,7160.067,2841.147,7.214,7161.719,2837.885,4.972,7163.012,2836.594,6.878,7163.521,2839.797,8.328,7163.542,2841.592,5.571,7164.232,2834.444,5.495,7156.767,2838.609,7.959,7162.594
1410,2834.517,7.088,7146.701,2841.323,6.121,7148.292,2838.232,7.55,7148.539,2834.41,5.941,7150.375,2839.323,6.595,7150.698,2835.447,8.713,7151.549,2842.931,4.992,7151.799,2841.532,5.486,7151.962,2836.313,5.491,7152.757,2838.929,6.907,7153.314,2843.298,5.951,7153.433,2831.528,5.831,7153.486,2840.819,7.077,7154.802,2831.589,5.578,7155.012,2834.701,8.579,7154.917,2833.285,7.008,7156.058,2839.294,5.589,7156.31,2837.478,7.565,7156.723,2834.745,7.302,7156.856,2836.726,9.074,7157.379,2839.624,5.693,7157.634,2837.412,7.007,7157.981,2839.371,7.917,7158.173,2843.435,6.421,7158.585,2831.471,5.338,7160.157,2841.133,7.201,7161.691,2837.882,5,7162.993,2836.521,6.946,7163.555,2839.756,8.396,7163.479,2841.567,5.593,7164.289,2834.447,5.49,7156.776,2838.541,7.643,7162.832
